"Port","Service","Protocol","Description"
"28578","","","Unassigned"
"28579","","","Unassigned"
"28580","","","Unassigned"
"28581","","","Unassigned"
"28582","","","Unassigned"
"28583","","","Unassigned"
"28584","","","Unassigned"
"28585","","","Unassigned"
"28586","","","Unassigned"
"28587","","","Unassigned"
"28588","","","Unassigned"
"28589","bosswave","tcp","Building operating system services wide area verified exchange"
"28589","","udp","Reserved"
"28590","","","Unassigned"
"28591","","","Unassigned"
"28592","","","Unassigned"
"28593","","","Unassigned"
"28594","","","Unassigned"
"28595","","","Unassigned"
"28596","","","Unassigned"
"28597","","","Unassigned"
"28598","","","Unassigned"
"28599","","","Unassigned"
"28600","","","Unassigned"
"28601","","","Unassigned"
"28602","","","Unassigned"
"28603","","","Unassigned"
"28604","","","Unassigned"
"28605","","","Unassigned"
"28606","","","Unassigned"
"28607","","","Unassigned"
"28608","","","Unassigned"
"28609","","","Unassigned"
"28610","","","Unassigned"
"28611","","","Unassigned"
"28612","","","Unassigned"
"28613","","","Unassigned"
"28614","","","Unassigned"
"28615","","","Unassigned"
"28616","","","Unassigned"
"28617","","","Unassigned"
"28618","","","Unassigned"
"28619","","","Unassigned"
"28620","","","Unassigned"
"28621","","","Unassigned"
"28622","","","Unassigned"
"28623","","","Unassigned"
"28624","","","Unassigned"
"28625","","","Unassigned"
"28626","","","Unassigned"
"28627","","","Unassigned"
"28628","","","Unassigned"
"28629","","","Unassigned"
"28630","","","Unassigned"
"28631","","","Unassigned"
"28632","","","Unassigned"
"28633","","","Unassigned"
"28634","","","Unassigned"
"28635","","","Unassigned"
"28636","","","Unassigned"
"28637","","","Unassigned"
"28638","","","Unassigned"
"28639","","","Unassigned"
"28640","","","Unassigned"
"28641","","","Unassigned"
"28642","","","Unassigned"
"28643","","","Unassigned"
"28644","","","Unassigned"
"28645","","","Unassigned"
"28646","","","Unassigned"
"28647","","","Unassigned"
"28648","","","Unassigned"
"28649","","","Unassigned"
"28650","","","Unassigned"
"28651","","","Unassigned"
"28652","","","Unassigned"
"28653","","","Unassigned"
"28654","","","Unassigned"
"28655","","","Unassigned"
"28656","","","Unassigned"
"28657","","","Unassigned"
"28658","","","Unassigned"
"28659","","","Unassigned"
"28660","","","Unassigned"
"28661","","","Unassigned"
"28662","","","Unassigned"
"28663","","","Unassigned"
"28664","","","Unassigned"
"28665","","","Unassigned"
"28666","","","Unassigned"
"28667","","","Unassigned"
"28668","","","Unassigned"
"28669","","","Unassigned"
"28670","","","Unassigned"
"28671","","","Unassigned"
"28672","","","Unassigned"
"28673","","","Unassigned"
"28674","","","Unassigned"
"28675","","","Unassigned"
"28676","","","Unassigned"
"28677","","","Unassigned"
"28678","","","Unassigned"
"28679","","","Unassigned"
"28680","","","Unassigned"
"28681","","","Unassigned"
"28682","","","Unassigned"
"28683","","","Unassigned"
"28684","","","Unassigned"
"28685","","","Unassigned"
"28686","","","Unassigned"
"28687","","","Unassigned"
"28688","","","Unassigned"
"28689","","","Unassigned"
"28690","","","Unassigned"
"28691","","","Unassigned"
"28692","","","Unassigned"
"28693","","","Unassigned"
"28694","","","Unassigned"
"28695","","","Unassigned"
"28696","","","Unassigned"
"28697","","","Unassigned"
"28698","","","Unassigned"
"28699","","","Unassigned"
"28700","","","Unassigned"
"28701","","","Unassigned"
"28702","","","Unassigned"
"28703","","","Unassigned"
"28704","","","Unassigned"
"28705","","","Unassigned"
"28706","","","Unassigned"
"28707","","","Unassigned"
"28708","","","Unassigned"
"28709","","","Unassigned"
"28710","","","Unassigned"
"28711","","","Unassigned"
"28712","","","Unassigned"
"28713","","","Unassigned"
"28714","","","Unassigned"
"28715","","","Unassigned"
"28716","","","Unassigned"
"28717","","","Unassigned"
"28718","","","Unassigned"
"28719","","","Unassigned"
"28720","","","Unassigned"
"28721","","","Unassigned"
"28722","","","Unassigned"
"28723","","","Unassigned"
"28724","","","Unassigned"
"28725","","","Unassigned"
"28726","","","Unassigned"
"28727","","","Unassigned"
"28728","","","Unassigned"
"28729","","","Unassigned"
"28730","","","Unassigned"
"28731","","","Unassigned"
"28732","","","Unassigned"
"28733","","","Unassigned"
"28734","","","Unassigned"
"28735","","","Unassigned"
"28736","","","Unassigned"
"28737","","","Unassigned"
"28738","","","Unassigned"
"28739","","","Unassigned"
"28740","","","Unassigned"
"28741","","","Unassigned"
"28742","","","Unassigned"
"28743","","","Unassigned"
"28744","","","Unassigned"
"28745","","","Unassigned"
"28746","","","Unassigned"
"28747","","","Unassigned"
"28748","","","Unassigned"
"28749","","","Unassigned"
"28750","","","Unassigned"
"28751","","","Unassigned"
"28752","","","Unassigned"
"28753","","","Unassigned"
"28754","","","Unassigned"
"28755","","","Unassigned"
"28756","","","Unassigned"
"28757","","","Unassigned"
"28758","","","Unassigned"
"28759","","","Unassigned"
"28760","","","Unassigned"
"28761","","","Unassigned"
"28762","","","Unassigned"
"28763","","","Unassigned"
"28764","","","Unassigned"
"28765","","","Unassigned"
"28766","","","Unassigned"
"28767","","","Unassigned"
"28768","","","Unassigned"
"28769","","","Unassigned"
"28770","","","Unassigned"
"28771","","","Unassigned"
"28772","","","Unassigned"
"28773","","","Unassigned"
"28774","","","Unassigned"
"28775","","","Unassigned"
"28776","","","Unassigned"
"28777","","","Unassigned"
"28778","","","Unassigned"
"28779","","","Unassigned"
"28780","","","Unassigned"
"28781","","","Unassigned"
"28782","","","Unassigned"
"28783","","","Unassigned"
"28784","","","Unassigned"
"28785","","","Unassigned"
"28786","","","Unassigned"
"28787","","","Unassigned"
"28788","","","Unassigned"
"28789","","","Unassigned"
"28790","","","Unassigned"
"28791","","","Unassigned"
"28792","","","Unassigned"
"28793","","","Unassigned"
"28794","","","Unassigned"
"28795","","","Unassigned"
"28796","","","Unassigned"
"28797","","","Unassigned"
"28798","","","Unassigned"
"28799","","","Unassigned"
"28800","","","Unassigned"
"28801","","","Unassigned"
"28802","","","Unassigned"
"28803","","","Unassigned"
"28804","","","Unassigned"
"28805","","","Unassigned"
"28806","","","Unassigned"
"28807","","","Unassigned"
"28808","","","Unassigned"
"28809","","","Unassigned"
"28810","","","Unassigned"
"28811","","","Unassigned"
"28812","","","Unassigned"
"28813","","","Unassigned"
"28814","","","Unassigned"
"28815","","","Unassigned"
"28816","","","Unassigned"
"28817","","","Unassigned"
"28818","","","Unassigned"
"28819","","","Unassigned"
"28820","","","Unassigned"
"28821","","","Unassigned"
"28822","","","Unassigned"
"28823","","","Unassigned"
"28824","","","Unassigned"
"28825","","","Unassigned"
"28826","","","Unassigned"
"28827","","","Unassigned"
"28828","","","Unassigned"
"28829","","","Unassigned"
"28830","","","Unassigned"
"28831","","","Unassigned"
"28832","","","Unassigned"
"28833","","","Unassigned"
"28834","","","Unassigned"
"28835","","","Unassigned"
"28836","","","Unassigned"
"28837","","","Unassigned"
"28838","","","Unassigned"
"28839","","","Unassigned"
"28840","","","Unassigned"
"28841","","","Unassigned"
"28842","","","Unassigned"
"28843","","","Unassigned"
"28844","","","Unassigned"
"28845","","","Unassigned"
"28846","","","Unassigned"
"28847","","","Unassigned"
"28848","","","Unassigned"
"28849","","","Unassigned"
"28850","","","Unassigned"
"28851","","","Unassigned"
"28852","","","Unassigned"
"28853","","","Unassigned"
"28854","","","Unassigned"
"28855","","","Unassigned"
"28856","","","Unassigned"
"28857","","","Unassigned"
"28858","","","Unassigned"
"28859","","","Unassigned"
"28860","","","Unassigned"
"28861","","","Unassigned"
"28862","","","Unassigned"
"28863","","","Unassigned"
"28864","","","Unassigned"
"28865","","","Unassigned"
"28866","","","Unassigned"
"28867","","","Unassigned"
"28868","","","Unassigned"
"28869","","","Unassigned"
"28870","","","Unassigned"
"28871","","","Unassigned"
"28872","","","Unassigned"
"28873","","","Unassigned"
"28874","","","Unassigned"
"28875","","","Unassigned"
"28876","","","Unassigned"
"28877","","","Unassigned"
"28878","","","Unassigned"
"28879","","","Unassigned"
"28880","","","Unassigned"
"28881","","","Unassigned"
"28882","","","Unassigned"
"28883","","","Unassigned"
"28884","","","Unassigned"
"28885","","","Unassigned"
"28886","","","Unassigned"
"28887","","","Unassigned"
"28888","","","Unassigned"
"28889","","","Unassigned"
"28890","","","Unassigned"
"28891","","","Unassigned"
"28892","","","Unassigned"
"28893","","","Unassigned"
"28894","","","Unassigned"
"28895","","","Unassigned"
"28896","","","Unassigned"
"28897","","","Unassigned"
"28898","","","Unassigned"
"28899","","","Unassigned"
"28900","","","Unassigned"
"28901","","","Unassigned"
"28902","","","Unassigned"
"28903","","","Unassigned"
"28904","","","Unassigned"
"28905","","","Unassigned"
"28906","","","Unassigned"
"28907","","","Unassigned"
"28908","","","Unassigned"
"28909","","","Unassigned"
"28910","","","Unassigned"
"28911","","","Unassigned"
"28912","","","Unassigned"
"28913","","","Unassigned"
"28914","","","Unassigned"
"28915","","","Unassigned"
"28916","","","Unassigned"
"28917","","","Unassigned"
"28918","","","Unassigned"
"28919","","","Unassigned"
"28920","","","Unassigned"
"28921","","","Unassigned"
"28922","","","Unassigned"
"28923","","","Unassigned"
"28924","","","Unassigned"
"28925","","","Unassigned"
"28926","","","Unassigned"
"28927","","","Unassigned"
"28928","","","Unassigned"
"28929","","","Unassigned"
"28930","","","Unassigned"
"28931","","","Unassigned"
"28932","","","Unassigned"
"28933","","","Unassigned"
"28934","","","Unassigned"
"28935","","","Unassigned"
"28936","","","Unassigned"
"28937","","","Unassigned"
"28938","","","Unassigned"
"28939","","","Unassigned"
"28940","","","Unassigned"
"28941","","","Unassigned"
"28942","","","Unassigned"
"28943","","","Unassigned"
"28944","","","Unassigned"
"28945","","","Unassigned"
"28946","","","Unassigned"
"28947","","","Unassigned"
"28948","","","Unassigned"
"28949","","","Unassigned"
"28950","","","Unassigned"
"28951","","","Unassigned"
"28952","","","Unassigned"
"28953","","","Unassigned"
"28954","","","Unassigned"
"28955","","","Unassigned"
"28956","","","Unassigned"
"28957","","","Unassigned"
"28958","","","Unassigned"
"28959","","","Unassigned"
"28960","","","Unassigned"
"28961","","","Unassigned"
"28962","","","Unassigned"
"28963","","","Unassigned"
"28964","","","Unassigned"
"28965","","","Unassigned"
"28966","","","Unassigned"
"28967","","","Unassigned"
"28968","","","Unassigned"
"28969","","","Unassigned"
"28970","","","Unassigned"
"28971","","","Unassigned"
"28972","","","Unassigned"
"28973","","","Unassigned"
"28974","","","Unassigned"
"28975","","","Unassigned"
"28976","","","Unassigned"
"28977","","","Unassigned"
"28978","","","Unassigned"
"28979","","","Unassigned"
"28980","","","Unassigned"
"28981","","","Unassigned"
"28982","","","Unassigned"
"28983","","","Unassigned"
"28984","","","Unassigned"
"28985","","","Unassigned"
"28986","","","Unassigned"
"28987","","","Unassigned"
"28988","","","Unassigned"
"28989","","","Unassigned"
"28990","","","Unassigned"
"28991","","","Unassigned"
"28992","","","Unassigned"
"28993","","","Unassigned"
"28994","","","Unassigned"
"28995","","","Unassigned"
"28996","","","Unassigned"
"28997","","","Unassigned"
"28998","","","Unassigned"
"28999","","","Unassigned"
"29000","","","Unassigned"
"29001","","","Unassigned"
"29002","","","Unassigned"
"29003","","","Unassigned"
"29004","","","Unassigned"
"29005","","","Unassigned"
"29006","","","Unassigned"
"29007","","","Unassigned"
"29008","","","Unassigned"
"29009","","","Unassigned"
"29010","","","Unassigned"
"29011","","","Unassigned"
"29012","","","Unassigned"
"29013","","","Unassigned"
"29014","","","Unassigned"
"29015","","","Unassigned"
"29016","","","Unassigned"
"29017","","","Unassigned"
"29018","","","Unassigned"
"29019","","","Unassigned"
"29020","","","Unassigned"
"29021","","","Unassigned"
"29022","","","Unassigned"
"29023","","","Unassigned"
"29024","","","Unassigned"
"29025","","","Unassigned"
"29026","","","Unassigned"
"29027","","","Unassigned"
"29028","","","Unassigned"
"29029","","","Unassigned"
"29030","","","Unassigned"
"29031","","","Unassigned"
"29032","","","Unassigned"
"29033","","","Unassigned"
"29034","","","Unassigned"
"29035","","","Unassigned"
"29036","","","Unassigned"
"29037","","","Unassigned"
"29038","","","Unassigned"
"29039","","","Unassigned"
"29040","","","Unassigned"
"29041","","","Unassigned"
"29042","","","Unassigned"
"29043","","","Unassigned"
"29044","","","Unassigned"
"29045","","","Unassigned"
"29046","","","Unassigned"
"29047","","","Unassigned"
"29048","","","Unassigned"
"29049","","","Unassigned"
"29050","","","Unassigned"
"29051","","","Unassigned"
"29052","","","Unassigned"
"29053","","","Unassigned"
"29054","","","Unassigned"
"29055","","","Unassigned"
"29056","","","Unassigned"
"29057","","","Unassigned"
"29058","","","Unassigned"
"29059","","","Unassigned"
"29060","","","Unassigned"
"29061","","","Unassigned"
"29062","","","Unassigned"
"29063","","","Unassigned"
"29064","","","Unassigned"
"29065","","","Unassigned"
"29066","","","Unassigned"
"29067","","","Unassigned"
"29068","","","Unassigned"
"29069","","","Unassigned"
"29070","","","Unassigned"
"29071","","","Unassigned"
"29072","","","Unassigned"
"29073","","","Unassigned"
"29074","","","Unassigned"
"29075","","","Unassigned"
"29076","","","Unassigned"
"29077","","","Unassigned"
"29078","","","Unassigned"
"29079","","","Unassigned"
"29080","","","Unassigned"
"29081","","","Unassigned"
"29082","","","Unassigned"
"29083","","","Unassigned"
"29084","","","Unassigned"
"29085","","","Unassigned"
"29086","","","Unassigned"
"29087","","","Unassigned"
"29088","","","Unassigned"
"29089","","","Unassigned"
"29090","","","Unassigned"
"29091","","","Unassigned"
"29092","","","Unassigned"
"29093","","","Unassigned"
"29094","","","Unassigned"
"29095","","","Unassigned"
"29096","","","Unassigned"
"29097","","","Unassigned"
"29098","","","Unassigned"
"29099","","","Unassigned"
"29100","","","Unassigned"
"29101","","","Unassigned"
"29102","","","Unassigned"
"29103","","","Unassigned"
"29104","","","Unassigned"
"29105","","","Unassigned"
"29106","","","Unassigned"
"29107","","","Unassigned"
"29108","","","Unassigned"
"29109","","","Unassigned"
"29110","","","Unassigned"
"29111","","","Unassigned"
"29112","","","Unassigned"
"29113","","","Unassigned"
"29114","","","Unassigned"
"29115","","","Unassigned"
"29116","","","Unassigned"
"29117","","","Unassigned"
"29118","","tcp","Reserved"
"29118","","udp","Reserved"
"29118","sgsap","sctp","SGsAP in 3GPP"
"29119","","","Unassigned"
"29120","","","Unassigned"
"29121","","","Unassigned"
"29122","","","Unassigned"
"29123","","","Unassigned"
"29124","","","Unassigned"
"29125","","","Unassigned"
"29126","","","Unassigned"
"29127","","","Unassigned"
"29128","","","Unassigned"
"29129","","","Unassigned"
"29130","","","Unassigned"
"29131","","","Unassigned"
"29132","","","Unassigned"
"29133","","","Unassigned"
"29134","","","Unassigned"
"29135","","","Unassigned"
"29136","","","Unassigned"
"29137","","","Unassigned"
"29138","","","Unassigned"
"29139","","","Unassigned"
"29140","","","Unassigned"
"29141","","","Unassigned"
"29142","","","Unassigned"
"29143","","","Unassigned"
"29144","","","Unassigned"
"29145","","","Unassigned"
"29146","","","Unassigned"
"29147","","","Unassigned"
"29148","","","Unassigned"
"29149","","","Unassigned"
"29150","","","Unassigned"
"29151","","","Unassigned"
"29152","","","Unassigned"
"29153","","","Unassigned"
"29154","","","Unassigned"
"29155","","","Unassigned"
"29156","","","Unassigned"
"29157","","","Unassigned"
"29158","","","Unassigned"
"29159","","","Unassigned"
"29160","","","Unassigned"
"29161","","","Unassigned"
"29162","","","Unassigned"
"29163","","","Unassigned"
"29164","","","Unassigned"
